ApplNo	SubmissionType	SubmissionNo	SubmissionPropertyTypeCode	SubmissionPropertyTypeID
006488	SUPPL     	49	Null	0
006488	SUPPL     	50	Null	0
006488	SUPPL     	51	Null	0
006488	SUPPL     	52	Null	0
006488	SUPPL     	53	Null	0
006488	SUPPL     	54	Null	0
006488	SUPPL     	55	Null	0
006488	SUPPL     	56	Null	0
006488	SUPPL     	57	Null	0
006488	SUPPL     	58	Null	0
006488	SUPPL     	59	Null	0
006488	SUPPL     	60	Null	0
006488	SUPPL     	62	Null	0
006488	SUPPL     	64	Null	0
006488	SUPPL     	65	Null	0
006488	SUPPL     	66	Null	0
006488	SUPPL     	74	Null	6
006488	SUPPL     	74	Null	7
006488	SUPPL     	76	Null	0
006488	SUPPL     	78	Null	0
006488	SUPPL     	79	Null	0
006488	SUPPL     	83	Null	0
006488	SUPPL     	84	Null	4
006488	SUPPL     	84	Null	15
006488	SUPPL     	85	Null	0
006488	SUPPL     	86	Null	0
006488	SUPPL     	87	Null	0
006488	SUPPL     	88	Null	0
006488	SUPPL     	89	Null	0
006488	SUPPL     	90	Null	7
006488	SUPPL     	90	Null	31
006488	SUPPL     	90	Null	15
006488	SUPPL     	90	Null	6
006488	SUPPL     	91	Null	0
006488	SUPPL     	97	Null	31
006488	SUPPL     	97	Null	15
006488	SUPPL     	97	Null	7
006488	SUPPL     	97	Null	6
006488	SUPPL     	97	Null	39
006488	SUPPL     	100	Null	31
006488	SUPPL     	100	Null	54
006488	SUPPL     	100	Null	15
006488	SUPPL     	100	Null	33
006488	SUPPL     	100	Null	7
006530	SUPPL     	4	Null	0
006530	SUPPL     	7	Null	0
006530	SUPPL     	9	Null	0
006530	SUPPL     	10	Null	0
006530	SUPPL     	11	Null	0
006530	SUPPL     	19	Null	0
006530	SUPPL     	20	Null	0
006536	SUPPL     	12	Null	0
006536	SUPPL     	15	Null	0
006536	SUPPL     	22	Null	0
006536	SUPPL     	24	Null	0
006536	SUPPL     	25	Null	0
006536	SUPPL     	26	Null	0
006536	SUPPL     	27	Null	0
006536	SUPPL     	29	Null	0
006536	SUPPL     	30	Null	0
006536	SUPPL     	31	Null	0
006536	SUPPL     	32	Null	0
006536	SUPPL     	33	Null	0
006536	SUPPL     	35	Null	0
006536	SUPPL     	37	Null	0
006536	SUPPL     	39	Null	0
006536	SUPPL     	40	Null	0
006536	SUPPL     	41	Null	0
006536	SUPPL     	42	Null	0
006536	SUPPL     	43	Null	0
006620	ORIG      	1	Null	0
006620	SUPPL     	6	Null	0
006620	SUPPL     	7	Null	0
006620	SUPPL     	8	Null	0
006620	SUPPL     	9	Null	0
006620	SUPPL     	11	Null	0
006620	SUPPL     	12	Null	0
006620	SUPPL     	14	Null	0
006620	SUPPL     	15	Null	0
006620	SUPPL     	17	Null	0
006620	SUPPL     	19	Null	0
006620	SUPPL     	20	Null	0
006620	SUPPL     	22	Null	0
006620	SUPPL     	23	Null	0
006620	SUPPL     	24	Null	0
006620	SUPPL     	25	Null	0
006620	SUPPL     	26	Null	0
006620	SUPPL     	27	Null	0
006620	SUPPL     	30	Null	0
006620	SUPPL     	31	Null	0
006620	SUPPL     	32	Null	0
006620	SUPPL     	33	Null	0
006620	SUPPL     	36	Null	0
006620	SUPPL     	37	Null	0
006620	SUPPL     	38	Null	0
006620	SUPPL     	39	Null	0
006620	SUPPL     	40	Null	0
006620	SUPPL     	42	Null	0
006620	SUPPL     	43	Null	0
006620	SUPPL     	45	Null	0
006620	SUPPL     	46	Null	0
006620	SUPPL     	49	Null	0
006620	SUPPL     	51	Null	0
006620	SUPPL     	53	Null	0
006695	SUPPL     	15	Null	0
006695	SUPPL     	16	Null	0
006695	SUPPL     	21	Null	0
006695	SUPPL     	22	Null	0
006695	SUPPL     	23	Null	0
006695	SUPPL     	24	Null	0
006695	SUPPL     	25	Null	0
006695	SUPPL     	26	Null	0
006695	SUPPL     	27	Null	0
006695	SUPPL     	29	Null	0
006773	ORIG      	1	Null	0
006773	SUPPL     	9	Null	0
006773	SUPPL     	10	Null	0
006773	SUPPL     	13	Null	0
006773	SUPPL     	14	Null	0
006773	SUPPL     	15	Null	0
006773	SUPPL     	16	Null	0
006773	SUPPL     	17	Null	0
006773	SUPPL     	18	Null	0
006773	SUPPL     	21	Null	0
006773	SUPPL     	22	Null	0
006773	SUPPL     	23	Null	0
006773	SUPPL     	26	Null	0
006773	SUPPL     	27	Null	0
006773	SUPPL     	28	Null	0
006773	SUPPL     	29	Null	0
006773	SUPPL     	30	Null	0
006773	SUPPL     	31	Null	0
006773	SUPPL     	32	Null	0
006773	SUPPL     	33	Null	0
006773	SUPPL     	34	Null	0
006773	SUPPL     	35	Null	0
006773	SUPPL     	36	Null	0
006799	SUPPL     	9	Null	0
006799	SUPPL     	12	Null	0
006799	SUPPL     	13	Null	0
006800	ORIG      	1	Null	0
006800	SUPPL     	5	Null	0
006800	SUPPL     	8	Null	0
006800	SUPPL     	10	Null	0
006800	SUPPL     	12	Null	0
006800	SUPPL     	13	Null	0
006800	SUPPL     	14	Null	0
006800	SUPPL     	15	Null	0
006823	SUPPL     	12	Null	0
006823	SUPPL     	13	Null	0
006823	SUPPL     	15	Null	0
006823	SUPPL     	16	Null	0
006823	SUPPL     	18	Null	0
006823	SUPPL     	19	Null	0
006882	SUPPL     	25	Null	0
006882	SUPPL     	27	Null	0
006882	SUPPL     	28	Null	0
006882	SUPPL     	29	Null	0
006882	SUPPL     	32	Null	0
006882	SUPPL     	35	Null	7
006882	SUPPL     	35	Null	6
006905	SUPPL     	2	Null	0
006905	SUPPL     	6	Null	0
006905	SUPPL     	7	Null	0
006905	SUPPL     	10	Null	0
006920	ORIG      	1	Null	0
006920	SUPPL     	4	Null	0
006920	SUPPL     	7	Null	0
006920	SUPPL     	8	Null	0
006920	SUPPL     	9	Null	0
006927	SUPPL     	7	Null	0
006927	SUPPL     	9	Null	0
006927	SUPPL     	10	Null	0
006927	SUPPL     	11	Null	0
006927	SUPPL     	12	Null	0
006927	SUPPL     	13	Null	0
006927	SUPPL     	16	Null	0
006927	SUPPL     	20	Null	0
006927	SUPPL     	21	Null	0
006927	SUPPL     	22	Null	0
006927	SUPPL     	23	Null	0
006927	SUPPL     	24	Null	0
006927	SUPPL     	25	Null	0
006927	SUPPL     	26	Null	0
006927	SUPPL     	27	Null	0
006927	SUPPL     	28	Null	0
006927	SUPPL     	29	Null	0
006927	SUPPL     	30	Null	0
006927	SUPPL     	33	Null	0
006931	SUPPL     	3	Null	0
007012	ORIG      	1	Null	0
007073	SUPPL     	17	Null	0
007073	SUPPL     	18	Null	0
007073	SUPPL     	54	Null	0
007073	SUPPL     	72	Null	0
007073	SUPPL     	73	Null	0
007073	SUPPL     	74	Null	0
007073	SUPPL     	75	Null	0
007073	SUPPL     	79	Null	0
007073	SUPPL     	80	Null	0
007073	SUPPL     	83	Null	0
007073	SUPPL     	84	Null	0
007073	SUPPL     	85	Null	0
007073	SUPPL     	86	Null	0
007073	SUPPL     	87	Null	0
007073	SUPPL     	88	Null	0
007073	SUPPL     	89	Null	0
007073	SUPPL     	92	Null	0
007073	SUPPL     	93	Null	0
007073	SUPPL     	94	Null	0
007073	SUPPL     	97	Null	0
007073	SUPPL     	98	Null	0
007073	SUPPL     	99	Null	0
007073	SUPPL     	100	Null	0
007073	SUPPL     	101	Null	0
007073	SUPPL     	103	Null	0
007073	SUPPL     	104	Null	0
007073	SUPPL     	105	Null	0
007073	SUPPL     	106	Null	0
007073	SUPPL     	107	Null	0
007073	SUPPL     	117	Null	0
007073	SUPPL     	121	Null	0
007073	SUPPL     	124	Null	7
007073	SUPPL     	124	Null	6
007073	SUPPL     	125	Null	6
007073	SUPPL     	125	Null	15
007073	SUPPL     	125	Null	7
007073	SUPPL     	126	Null	6
007073	SUPPL     	126	Null	15
007073	SUPPL     	126	Null	7
007073	SUPPL     	127	Null	0
007073	SUPPL     	128	Null	6
007073	SUPPL     	128	Null	7
007073	SUPPL     	128	Null	31
007073	SUPPL     	128	Null	15
007073	SUPPL     	129	Null	7
007073	SUPPL     	129	Null	6
007073	SUPPL     	129	Null	31
007073	SUPPL     	129	Null	15
007073	SUPPL     	130	Null	6
007073	SUPPL     	130	Null	15
007073	SUPPL     	130	Null	7
007073	SUPPL     	130	Null	31
007073	SUPPL     	133	Null	7
007073	SUPPL     	133	Null	31
007073	SUPPL     	133	Null	15
007073	SUPPL     	133	Null	6
007110	ORIG      	1	Null	0
007110	SUPPL     	9	Null	0
007110	SUPPL     	12	Null	0
007110	SUPPL     	14	Null	0
007110	SUPPL     	15	Null	0
007110	SUPPL     	20	Null	0
007110	SUPPL     	21	Null	0
007110	SUPPL     	23	Null	0
007335	SUPPL     	23	Null	0
007335	SUPPL     	29	Null	0
007335	SUPPL     	32	Null	0
007335	SUPPL     	34	Null	0
007335	SUPPL     	35	Null	0
007335	SUPPL     	36	Null	0
007335	SUPPL     	37	Null	0
007335	SUPPL     	38	Null	0
007335	SUPPL     	39	Null	0
007335	SUPPL     	41	Null	0
007335	SUPPL     	42	Null	0
007335	SUPPL     	44	Null	0
007335	SUPPL     	46	Null	0
007335	SUPPL     	47	Null	0
007335	SUPPL     	48	Null	0
007335	SUPPL     	49	Null	0
007335	SUPPL     	50	Null	0
007335	SUPPL     	51	Null	0
007335	SUPPL     	52	Null	0
007335	SUPPL     	55	Null	0
007335	SUPPL     	57	Null	0
007335	SUPPL     	59	Null	0
007335	SUPPL     	60	Null	0
007337	SUPPL     	9	Null	0
007337	SUPPL     	10	Null	0
007337	SUPPL     	12	Null	0
007337	SUPPL     	14	Null	0
007337	SUPPL     	16	Null	0
007337	SUPPL     	18	Null	0
007337	SUPPL     	22	Null	0
007337	SUPPL     	23	Null	0
007337	SUPPL     	25	Null	0
007337	SUPPL     	27	Null	0
007337	SUPPL     	30	Null	0
007337	SUPPL     	43	Null	0
007337	SUPPL     	45	Null	7
007337	SUPPL     	45	Null	6
007337	SUPPL     	46	Null	7
007337	SUPPL     	46	Null	6
007337	SUPPL     	47	Null	0
007337	SUPPL     	48	Null	0
007337	SUPPL     	49	Null	15
007337	SUPPL     	49	Null	7
007337	SUPPL     	49	Null	6
007337	SUPPL     	49	Null	31
007337	SUPPL     	50	Null	15
007337	SUPPL     	50	Null	6
007337	SUPPL     	50	Null	31
007337	SUPPL     	50	Null	7
007337	SUPPL     	51	Null	31
007337	SUPPL     	51	Null	7
007337	SUPPL     	51	Null	15
007337	SUPPL     	51	Null	6
007337	SUPPL     	52	Null	15
007337	SUPPL     	52	Null	7
007337	SUPPL     	52	Null	31
007337	SUPPL     	52	Null	6
007337	SUPPL     	53	Null	15
007337	SUPPL     	53	Null	31
007337	SUPPL     	53	Null	6
007337	SUPPL     	53	Null	7
007337	SUPPL     	54	Null	7
007337	SUPPL     	54	Null	31
007337	SUPPL     	54	Null	15
007337	SUPPL     	55	Null	31
007337	SUPPL     	55	Null	7
007337	SUPPL     	55	Null	15
007337	SUPPL     	55	Null	54
007337	SUPPL     	56	Null	7
007337	SUPPL     	56	Null	31
007337	SUPPL     	56	Null	15
007337	SUPPL     	56	Null	54
007337	SUPPL     	57	Null	31
007337	SUPPL     	57	Null	54
007337	SUPPL     	57	Null	15
007337	SUPPL     	57	Null	7
007390	SUPPL     	17	Null	0
007392	SUPPL     	3	Null	0
007392	SUPPL     	5	Null	0
007409	SUPPL     	25	Null	0
007409	SUPPL     	28	Null	0
007409	SUPPL     	31	Null	0
007409	SUPPL     	32	Null	0
007409	SUPPL     	33	Null	0
007409	SUPPL     	35	Null	0
007409	SUPPL     	36	Null	0
007409	SUPPL     	41	Null	6
007409	SUPPL     	41	Null	7
007409	SUPPL     	42	Null	15
007409	SUPPL     	42	Null	6
007409	SUPPL     	42	Null	7
007504	ORIG      	1	Null	0
007504	SUPPL     	9	Null	0
007504	SUPPL     	10	Null	0
007504	SUPPL     	13	Null	0
007504	SUPPL     	14	Null	0
007504	SUPPL     	15	Null	0
007504	SUPPL     	16	Null	0
007504	SUPPL     	18	Null	0
007504	SUPPL     	19	Null	0
007504	SUPPL     	20	Null	0
007513	SUPPL     	9	Null	0
007513	SUPPL     	15	Null	0
007513	SUPPL     	20	Null	0
007513	SUPPL     	38	Null	6
007513	SUPPL     	38	Null	31
007513	SUPPL     	38	Null	7
007513	SUPPL     	38	Null	15
007513	SUPPL     	45	Null	15
007513	SUPPL     	45	Null	31
007517	SUPPL     	15	Null	0
007517	SUPPL     	19	Null	0
007517	SUPPL     	20	Null	0
007517	SUPPL     	21	Null	0
007529	SUPPL     	12	Null	0
007529	SUPPL     	15	Null	0
007529	SUPPL     	43	Null	0
007529	SUPPL     	45	Null	0
007638	SUPPL     	6	Null	0
007638	SUPPL     	8	Null	0
007638	SUPPL     	9	Null	0
007638	SUPPL     	10	Null	0
007638	SUPPL     	11	Null	0
007638	SUPPL     	15	Null	0
007638	SUPPL     	17	Null	0
007638	SUPPL     	21	Null	0
007638	SUPPL     	23	Null	0
007638	SUPPL     	25	Null	0
007638	SUPPL     	27	Null	0
007638	SUPPL     	28	Null	0
007638	SUPPL     	29	Null	0
007638	SUPPL     	32	Null	0
007638	SUPPL     	38	Null	6
007638	SUPPL     	38	Null	15
007638	SUPPL     	38	Null	31
007638	SUPPL     	38	Null	7
007707	ORIG      	1	Null	0
007707	SUPPL     	3	Null	0
007707	SUPPL     	4	Null	0
007707	SUPPL     	5	Null	0
007707	SUPPL     	6	Null	0
007750	ORIG      	1	Null	0
007750	SUPPL     	11	Null	0
007750	SUPPL     	12	Null	0
007750	SUPPL     	13	Null	0
007750	SUPPL     	17	Null	0
007750	SUPPL     	18	Null	0
007750	SUPPL     	24	Null	0
007750	SUPPL     	25	Null	0
007750	SUPPL     	27	Null	0
007750	SUPPL     	29	Null	0
007794	ORIG      	1	Null	0
007883	SUPPL     	10	Null	0
007883	SUPPL     	12	Null	0
007883	SUPPL     	15	Null	0
007883	SUPPL     	16	Null	0
007883	SUPPL     	19	Null	0
007883	SUPPL     	20	Null	0
007883	SUPPL     	22	Null	0
007883	SUPPL     	23	Null	0
007883	SUPPL     	26	Null	0
007883	SUPPL     	28	Null	0
007898	ORIG      	1	Null	0
007898	SUPPL     	14	Null	0
007898	SUPPL     	15	Null	0
007898	SUPPL     	16	Null	0
007898	SUPPL     	17	Null	0
007898	SUPPL     	18	Null	0
007898	SUPPL     	19	Null	0
007898	SUPPL     	21	Null	0
007898	SUPPL     	22	Null	0
007898	SUPPL     	23	Null	0
007898	SUPPL     	25	Null	0
007898	SUPPL     	26	Null	0
007898	SUPPL     	30	Null	0
007898	SUPPL     	31	Null	0
007898	SUPPL     	32	Null	0
007898	SUPPL     	35	Null	0
007898	SUPPL     	36	Null	0
007898	SUPPL     	38	Null	0
007898	SUPPL     	39	Null	0
007898	SUPPL     	40	Null	0
007898	SUPPL     	41	Null	0
007898	SUPPL     	42	Null	0
007898	SUPPL     	43	Null	0
007898	SUPPL     	44	Null	0
007898	SUPPL     	45	Null	0
007935	SUPPL     	12	Null	0
007935	SUPPL     	14	Null	0
007935	SUPPL     	16	Null	0
007935	SUPPL     	18	Null	0
007935	SUPPL     	21	Null	0
007935	SUPPL     	22	Null	0
007935	SUPPL     	24	Null	0
007936	SUPPL     	5	Null	0
007936	SUPPL     	6	Null	0
007936	SUPPL     	7	Null	0
007936	SUPPL     	8	Null	0
007936	SUPPL     	9	Null	0
007936	SUPPL     	10	Null	0
007936	SUPPL     	11	Null	0
007936	SUPPL     	13	Null	0
007936	SUPPL     	15	Null	0
007936	SUPPL     	17	Null	0
007936	SUPPL     	19	Null	0
007936	SUPPL     	20	Null	0
007942	SUPPL     	2	Null	0
007942	SUPPL     	6	Null	0
007942	SUPPL     	7	Null	0
007942	SUPPL     	8	Null	0
007942	SUPPL     	11	Null	0
007942	SUPPL     	15	Null	0
007942	SUPPL     	17	Null	0
007959	SUPPL     	7	Null	0
007959	SUPPL     	8	Null	0
007959	SUPPL     	12	Null	0
007959	SUPPL     	14	Null	0
007961	SUPPL     	17	Null	0
007961	SUPPL     	20	Null	0
007961	SUPPL     	22	Null	0
007961	SUPPL     	28	Null	7
007961	SUPPL     	28	Null	6
008032	ORIG      	1	Null	0
008032	SUPPL     	9	Null	0
008032	SUPPL     	10	Null	0
008032	SUPPL     	11	Null	0
008032	SUPPL     	12	Null	0
008032	SUPPL     	13	Null	0
008032	SUPPL     	15	Null	0
008032	SUPPL     	17	Null	0
008032	SUPPL     	18	Null	0
008032	SUPPL     	19	Null	0
008032	SUPPL     	20	Null	0
008032	SUPPL     	21	Null	0
008032	SUPPL     	22	Null	0
008032	SUPPL     	23	Null	0
008048	ORIG      	1	Null	0
008048	SUPPL     	4	Null	0
008048	SUPPL     	5	Null	0
008048	SUPPL     	6	Null	0
008048	SUPPL     	7	Null	0
008048	SUPPL     	8	Null	0
008048	SUPPL     	9	Null	0
008048	SUPPL     	10	Null	0
008048	SUPPL     	11	Null	0
008048	SUPPL     	12	Null	0
008048	SUPPL     	13	Null	0
008048	SUPPL     	14	Null	0
008048	SUPPL     	15	Null	0
008048	SUPPL     	16	Null	0
008048	SUPPL     	17	Null	0
008085	SUPPL     	11	Null	0
008085	SUPPL     	13	Null	0
008085	SUPPL     	15	Null	0
008085	SUPPL     	16	Null	0
008085	SUPPL     	17	Null	0
008085	SUPPL     	19	Null	0
008085	SUPPL     	21	Null	0
008085	SUPPL     	23	Null	0
008085	SUPPL     	24	Null	0
008085	SUPPL     	27	Null	0
008085	SUPPL     	31	Null	0
008085	SUPPL     	34	Null	0
008085	SUPPL     	36	Null	0
008085	SUPPL     	38	Null	0
008085	SUPPL     	40	Null	0
008085	SUPPL     	47	Null	0
008085	SUPPL     	50	Null	0
008085	SUPPL     	53	Null	0
008085	SUPPL     	55	Null	0
008085	SUPPL     	63	Null	15
008085	SUPPL     	65	Null	0
008085	SUPPL     	66	Null	31
008085	SUPPL     	66	Null	15
008085	SUPPL     	66	Null	7
008085	SUPPL     	66	Null	6
008085	SUPPL     	68	Null	31
008085	SUPPL     	68	Null	7
008085	SUPPL     	68	Null	15
008085	SUPPL     	68	Null	6
008085	SUPPL     	71	Null	7
008085	SUPPL     	71	Null	6
008085	SUPPL     	71	Null	23
008085	SUPPL     	71	Null	33
008085	SUPPL     	71	Null	15
008085	SUPPL     	71	Null	31
008107	ORIG      	1	Orphan	5
008107	SUPPL     	13	Null	14
008107	SUPPL     	14	Null	14
008107	SUPPL     	15	Null	14
008107	SUPPL     	16	Null	14
008107	SUPPL     	17	Null	14
008107	SUPPL     	18	Null	14
008107	SUPPL     	19	Null	14
008107	SUPPL     	20	Null	14
008107	SUPPL     	21	Null	14
008107	SUPPL     	22	Null	14
008107	SUPPL     	23	Null	14
008107	SUPPL     	24	Null	14
008107	SUPPL     	25	Null	14
008107	SUPPL     	26	Null	14
008107	SUPPL     	30	Null	14
008107	SUPPL     	31	Null	14
008107	SUPPL     	36	Null	14
008107	SUPPL     	38	Null	14
008107	SUPPL     	42	Null	14
008107	SUPPL     	43	Null	14
008107	SUPPL     	46	Null	14
008107	SUPPL     	49	Null	14
008107	SUPPL     	52	Null	14
008107	SUPPL     	55	Null	14
008114	SUPPL     	4	Null	0
008114	SUPPL     	5	Null	0
008126	SUPPL     	25	Null	0
008126	SUPPL     	34	Null	0
008126	SUPPL     	38	Null	0
008173	SUPPL     	7	Null	0
008173	SUPPL     	8	Null	0
008173	SUPPL     	10	Null	0
008173	SUPPL     	11	Null	0
008173	SUPPL     	12	Null	0
008173	SUPPL     	13	Null	0
008173	SUPPL     	14	Null	0
008228	ORIG      	1	Null	0
008228	SUPPL     	13	Null	0
008228	SUPPL     	15	Null	0
008228	SUPPL     	16	Null	0
008228	SUPPL     	19	Null	0
008228	SUPPL     	20	Null	0
008228	SUPPL     	21	Null	0
008228	SUPPL     	26	Null	0
008228	SUPPL     	27	Null	0
008228	SUPPL     	29	Null	0
008228	SUPPL     	30	Null	0
008248	ORIG      	1	Null	0
008248	SUPPL     	4	Null	0
008248	SUPPL     	5	Null	0
008248	SUPPL     	6	Null	0
008248	SUPPL     	7	Null	0
008278	SUPPL     	5	Null	0
008278	SUPPL     	7	Null	0
008278	SUPPL     	8	Null	0
008278	SUPPL     	9	Null	0
008278	SUPPL     	10	Null	0
008278	SUPPL     	12	Null	0
008278	SUPPL     	13	Null	0
008278	SUPPL     	15	Null	0
008278	SUPPL     	16	Null	0
008278	SUPPL     	17	Null	0
008278	SUPPL     	18	Null	0
008278	SUPPL     	19	Null	0
008278	SUPPL     	20	Null	0
008303	ORIG      	1	Null	0
008303	SUPPL     	21	Null	0
008303	SUPPL     	23	Null	0
008303	SUPPL     	24	Null	0
008303	SUPPL     	25	Null	0
008303	SUPPL     	27	Null	0
008303	SUPPL     	29	Null	0
008303	SUPPL     	31	Null	0
008303	SUPPL     	32	Null	0
008303	SUPPL     	33	Null	0
008303	SUPPL     	36	Null	0
008303	SUPPL     	37	Null	0
008303	SUPPL     	38	Null	0
008303	SUPPL     	39	Null	0
008303	SUPPL     	40	Null	0
008303	SUPPL     	41	Null	0
008303	SUPPL     	42	Null	0
008303	SUPPL     	43	Null	0
008303	SUPPL     	44	Null	0
008303	SUPPL     	45	Null	0
008303	SUPPL     	46	Null	0
008303	SUPPL     	47	Null	0
008303	SUPPL     	48	Null	0
008303	SUPPL     	49	Null	0
008303	SUPPL     	50	Null	0
008303	SUPPL     	52	Null	0
008303	SUPPL     	53	Null	0
008303	SUPPL     	55	Null	0
008303	SUPPL     	57	Null	0
008303	SUPPL     	58	Null	0
008303	SUPPL     	59	Null	0
008303	SUPPL     	62	Null	0
008303	SUPPL     	63	Null	0
008303	SUPPL     	64	Null	0
008303	SUPPL     	65	Null	0
008303	SUPPL     	66	Null	0
008303	SUPPL     	67	Null	0
008303	SUPPL     	68	Null	0
008303	SUPPL     	69	Null	0
008303	SUPPL     	70	Null	0
008303	SUPPL     	71	Null	0
008306	SUPPL     	10	Null	0
008306	SUPPL     	13	Null	0
008306	SUPPL     	14	Null	0
008306	SUPPL     	15	Null	0
008306	SUPPL     	18	Null	0
008306	SUPPL     	20	Null	0
008306	SUPPL     	21	Null	0
008306	SUPPL     	22	Null	0
008306	SUPPL     	24	Null	0
008306	SUPPL     	25	Null	0
008306	SUPPL     	27	Null	0
008306	SUPPL     	31	Null	7
008306	SUPPL     	31	Null	6
008306	SUPPL     	31	Null	15
008306	SUPPL     	31	Null	31
008306	SUPPL     	32	Null	6
008306	SUPPL     	32	Null	31
008306	SUPPL     	32	Null	15
008306	SUPPL     	32	Null	7
008306	SUPPL     	33	Null	7
008306	SUPPL     	33	Null	6
008306	SUPPL     	33	Null	31
008306	SUPPL     	33	Null	15
008306	SUPPL     	34	Null	6
008306	SUPPL     	34	Null	31
008306	SUPPL     	34	Null	7
008306	SUPPL     	34	Null	15
008306	SUPPL     	35	Null	7
008306	SUPPL     	35	Null	15
008306	SUPPL     	35	Null	31
008316	SUPPL     	4	Null	0
008316	SUPPL     	6	Null	0
008316	SUPPL     	8	Null	0
008316	SUPPL     	10	Null	0
008316	SUPPL     	11	Null	0
008316	SUPPL     	13	Null	0
008316	SUPPL     	14	Null	0
008316	SUPPL     	21	Null	31
008316	SUPPL     	21	Null	6
008316	SUPPL     	21	Null	15
008316	SUPPL     	21	Null	7
008316	SUPPL     	22	Null	15
008316	SUPPL     	22	Null	6
008316	SUPPL     	22	Null	7
008316	SUPPL     	22	Null	31
008316	SUPPL     	23	Null	6
008316	SUPPL     	23	Null	7
008316	SUPPL     	23	Null	15
008316	SUPPL     	23	Null	31
008316	SUPPL     	25	Null	15
008316	SUPPL     	25	Null	54
008316	SUPPL     	25	Null	31
008316	SUPPL     	25	Null	7
008317	SUPPL     	12	Null	0
008317	SUPPL     	14	Null	0
008317	SUPPL     	16	Null	0
008370	SUPPL     	18	Null	0
008370	SUPPL     	20	Null	0
008370	SUPPL     	22	Null	0
008370	SUPPL     	23	Null	0
008370	SUPPL     	25	Null	0
008370	SUPPL     	29	Null	0
008370	SUPPL     	32	Null	6
008370	SUPPL     	32	Null	7
008370	SUPPL     	33	Null	15
008370	SUPPL     	33	Null	7
008370	SUPPL     	33	Null	6
008372	ORIG      	1	Null	25
008372	ORIG      	1	Orphan	5
008372	SUPPL     	22	Null	0
008372	SUPPL     	26	Null	0
008372	SUPPL     	27	Null	0
008372	SUPPL     	28	Null	0
008372	SUPPL     	30	Null	0
008372	SUPPL     	31	Null	0
008372	SUPPL     	33	Null	0
008372	SUPPL     	34	Null	0
